Transaction id,amount,merchant id,sector in company,day in month
6434,$994.89,google cloud,marketing,18
5090,$40.36,testing,marketing,3
46,$900.95,aws,hardware,1
6079,$534.42,google cloud,marketing,6
9314,$495.14,amazon,hardware,13
6496,$10000.00,unkown,swe,4
743,$1448.80,google cloud,r&d,28
5661,$1135.67,aws,marketing,13
2502,$689.82,aws,hardware,10
8728,$927.35,google cloud,r&d,13
1541,$597.97,google cloud,swe,10
8303,$834.67,google cloud,marketing,24
6106,$424.87,amazon,swe,24
6734,$33.11,testing,hardware,27
3490,$10000.00,unkown,swe,18
4589,$44.68,testing,marketing,9
6138,$982.26,aws,hardware,14
1092,$1312.49,google cloud,hardware,10
6907,$37.26,testing,r&d,28
8884,$24.78,testing,marketing,17
2864,$445.83,amazon,marketing,13
4779,$23.13,testing,hardware,10
3709,$801.25,google cloud,r&d,20
7940,$562.24,amazon,marketing,15
5535,$1877.18,aws,r&d,5
7700,$166.34,amazon,marketing,8
5651,$846.63,google cloud,r&d,4
5829,$10000.00,unkown,swe,29
851,$231.61,google cloud,r&d,1
2846,$1524.04,aws,hardware,17
3373,$1086.21,aws,r&d,13
1737,$49.46,testing,hardware,27
3222,$1085.38,aws,marketing,11
7953,$37.69,testing,r&d,10
7109,$1230.23,google cloud,marketing,4
6673,$706.88,aws,marketing,19
6219,$1826.15,google cloud,hardware,30
8134,$934.82,amazon,marketing,24
7207,$1828.85,google cloud,marketing,29
2893,$442.77,amazon,swe,24
7388,$1101.90,aws,marketing,2
2660,$805.70,amazon,marketing,21
8114,$46.83,testing,swe,14
1604,$605.98,aws,marketing,14
3054,$819.98,amazon,r&d,17
433,$1418.05,aws,marketing,19
1032,$1855.03,google cloud,r&d,18
8551,$45.62,testing,swe,22
5347,$30.70,testing,hardware,23
2016,$705.97,amazon,hardware,2
248,$45.92,testing,swe,12
1540,$1360.36,aws,swe,9
1983,$1640.33,aws,hardware,18
2090,$971.56,aws,hardware,27
9411,$10000.00,unkown,hardware,26
8822,$41.80,testing,marketing,5
9497,$1846.86,aws,r&d,9
698,$1327.02,aws,r&d,9
3745,$1830.35,aws,swe,24
6082,$1009.08,aws,marketing,6
6623,$978.61,amazon,marketing,19
7975,$212.09,amazon,swe,16
603,$381.94,amazon,swe,23
9668,$886.97,aws,hardware,17
4996,$21.29,testing,hardware,21
9894,$1199.71,aws,swe,17
5305,$1503.38,google cloud,r&d,23
934,$10000.00,unkown,hardware,19
8562,$1379.84,aws,swe,2
1029,$10000.00,unkown,marketing,10
9954,$45.33,testing,r&d,5
4997,$10000.00,unkown,hardware,12
3640,$189.21,amazon,swe,19
9011,$565.50,amazon,hardware,29
5494,$1788.55,google cloud,r&d,29
2832,$1864.93,google cloud,marketing,2
8355,$1968.02,aws,marketing,7
7605,$1154.06,aws,hardware,4
8346,$10000.00,unkown,r&d,28
8798,$873.87,aws,swe,11
3353,$1271.80,google cloud,swe,23
4600,$1389.57,google cloud,r&d,17
7908,$1758.18,google cloud,swe,22
1335,$856.33,amazon,marketing,7
2654,$27.08,testing,swe,24
633,$24.50,testing,marketing,26
4903,$290.84,amazon,marketing,17
9334,$710.68,amazon,r&d,17
9974,$1118.45,google cloud,swe,20
3527,$1107.91,google cloud,hardware,13
9592,$314.70,amazon,r&d,5
3191,$34.02,testing,swe,23
6284,$736.48,google cloud,r&d,12
5080,$1415.63,aws,hardware,1
1783,$485.16,amazon,r&d,11
5073,$24.19,testing,marketing,10
9521,$44.58,testing,r&d,10
4518,$1255.84,google cloud,hardware,19
8647,$22.01,testing,hardware,28
2225,$1787.50,google cloud,swe,25
713,$330.75,google cloud,swe,7
3626,$40.04,testing,hardware,22
9257,$949.54,google cloud,hardware,21
5419,$1689.09,aws,marketing,12
479,$1510.10,aws,marketing,21
1016,$22.28,testing,swe,9
2889,$1919.52,google cloud,r&d,7
4317,$193.71,amazon,marketing,12
5611,$1732.27,aws,r&d,8
7151,$1586.69,google cloud,swe,5
3710,$536.52,amazon,r&d,23
2562,$1013.09,google cloud,marketing,25
8546,$1049.50,aws,marketing,5
6769,$949.56,google cloud,r&d,15
8678,$762.60,aws,marketing,3
6641,$1360.56,aws,marketing,27
117,$773.36,aws,r&d,26
6916,$876.79,amazon,swe,1
4205,$22.86,testing,swe,29
2369,$49.28,testing,marketing,22
9656,$21.27,testing,hardware,15
633,$1506.39,aws,swe,4
3296,$27.71,testing,r&d,24
7092,$36.52,testing,marketing,11
9607,$1980.82,google cloud,swe,28
2962,$1306.28,google cloud,marketing,22
386,$565.95,amazon,swe,16
5635,$48.95,testing,r&d,14
457,$1116.96,aws,swe,10
3789,$656.15,amazon,swe,15
4162,$37.72,testing,r&d,18
1430,$835.89,aws,marketing,28
4255,$313.16,amazon,r&d,21
7252,$1014.49,google cloud,r&d,24
4956,$1432.37,google cloud,marketing,23
1311,$40.61,testing,marketing,6
8756,$1990.72,aws,marketing,19
8236,$988.68,google cloud,r&d,25
8655,$713.69,aws,r&d,10
9774,$24.54,testing,hardware,18
2604,$28.73,testing,hardware,2
7165,$728.29,amazon,hardware,22
3717,$10000.00,unkown,r&d,20
1944,$1594.79,google cloud,swe,19
9489,$43.97,testing,hardware,6
3569,$1335.94,aws,r&d,14
1754,$26.66,testing,hardware,19
2712,$29.97,testing,r&d,19
1325,$242.78,google cloud,hardware,3
8910,$44.94,testing,marketing,10
2663,$20.92,testing,r&d,24
6374,$162.41,amazon,hardware,12
1040,$1370.53,google cloud,marketing,26
1852,$1161.40,aws,hardware,14
7468,$383.16,google cloud,marketing,19
3298,$32.12,testing,hardware,21
563,$913.19,amazon,swe,8
8100,$1005.83,aws,hardware,24
1572,$1371.36,google cloud,swe,3
1754,$48.98,testing,hardware,29
4136,$749.67,amazon,r&d,15
2152,$342.53,google cloud,hardware,14
108,$1054.64,aws,r&d,21
3442,$46.43,testing,r&d,1
4243,$25.79,testing,r&d,12
664,$1015.98,aws,swe,12
5927,$22.32,testing,r&d,3
6366,$363.54,amazon,marketing,10
3620,$610.72,amazon,hardware,21
7525,$1575.44,google cloud,r&d,5
5293,$36.41,testing,hardware,14
8615,$790.07,amazon,hardware,21
3395,$33.25,testing,r&d,30
4550,$36.65,testing,r&d,1
2027,$542.60,amazon,hardware,23
9553,$1214.58,google cloud,marketing,18
1736,$42.03,testing,marketing,21
4540,$976.49,amazon,marketing,22
5949,$1041.54,aws,marketing,29
6334,$1107.70,google cloud,hardware,18
7538,$1946.10,aws,hardware,29
5060,$257.81,google cloud,r&d,12
6407,$24.49,testing,hardware,9
452,$1734.07,aws,swe,14
6838,$43.94,testing,swe,7
5058,$1414.72,aws,swe,25
5711,$1416.55,google cloud,r&d,26
7685,$1998.91,aws,marketing,8
6339,$46.63,testing,hardware,22
4388,$44.75,testing,swe,16
1557,$1561.20,aws,marketing,24
5117,$1050.77,google cloud,hardware,15
5770,$1954.03,google cloud,r&d,26
4926,$46.04,testing,marketing,17
4854,$379.42,amazon,marketing,13
9244,$731.03,aws,swe,14
5738,$730.81,amazon,hardware,8
5885,$10000.00,unkown,swe,11
4670,$715.70,amazon,r&d,27
3,$27.77,testing,swe,23
7801,$491.28,google cloud,marketing,18
450,$1520.61,aws,hardware,26
9455,$1033.89,aws,r&d,5
5777,$820.77,google cloud,r&d,2
9437,$742.81,amazon,swe,1
646,$627.26,google cloud,marketing,7
2233,$10000.00,unkown,swe,22
3932,$48.57,testing,r&d,25
8270,$1693.95,aws,hardware,17
4536,$27.31,testing,marketing,30
6975,$492.88,amazon,r&d,7
6483,$10000.00,unkown,r&d,29
7867,$34.06,testing,r&d,22
173,$39.76,testing,r&d,27
5219,$1307.79,google cloud,r&d,30
9271,$1312.66,aws,swe,14
7100,$1498.47,aws,marketing,29
1102,$494.94,amazon,swe,8
2518,$1867.85,google cloud,swe,2
6786,$862.39,google cloud,swe,29
3924,$604.02,aws,r&d,17
6541,$125.06,amazon,marketing,11
1817,$26.19,testing,hardware,21
3455,$906.15,aws,swe,15
6812,$904.48,amazon,marketing,20
8004,$814.90,amazon,marketing,16
5277,$1851.69,aws,swe,18
7140,$938.35,aws,r&d,10
9312,$1701.39,aws,swe,28
2881,$388.14,amazon,r&d,5
3714,$759.32,aws,hardware,18
162,$24.40,testing,marketing,14
5033,$33.30,testing,marketing,21
1639,$34.98,testing,r&d,4
5019,$1118.35,google cloud,r&d,19
1690,$43.10,testing,r&d,19
6395,$37.70,testing,marketing,20
6723,$1219.99,google cloud,marketing,20
8288,$783.82,amazon,marketing,22
6473,$37.58,testing,hardware,13
3589,$835.98,amazon,swe,2
7988,$1361.21,aws,r&d,5
1376,$620.87,aws,marketing,20
842,$36.05,testing,marketing,20
1249,$267.69,amazon,marketing,12
1930,$10000.00,unkown,hardware,28
3914,$38.59,testing,swe,17
1543,$227.60,amazon,r&d,10
4499,$49.35,testing,r&d,27
5110,$1181.97,aws,swe,21
6436,$676.04,amazon,marketing,12
192,$579.20,amazon,swe,18
1925,$1641.41,aws,swe,6
7646,$203.21,google cloud,swe,25
4498,$33.81,testing,swe,19
1088,$20.13,testing,marketing,23
737,$40.41,testing,swe,6
9128,$24.93,testing,hardware,21
2759,$1324.77,aws,swe,20
8178,$10000.00,unkown,marketing,1
5431,$1477.46,google cloud,hardware,9
1701,$1177.03,aws,marketing,9
6601,$881.62,google cloud,marketing,8
2384,$37.24,testing,hardware,23
6350,$35.44,testing,marketing,10
8351,$1262.78,google cloud,r&d,7
505,$178.00,amazon,hardware,22
4080,$1925.95,aws,r&d,1
8121,$858.34,aws,hardware,19
853,$10000.00,unkown,hardware,4
5358,$541.29,google cloud,r&d,12
6389,$219.00,amazon,hardware,25
1872,$37.25,testing,marketing,3
5052,$10000.00,unkown,marketing,30
4087,$977.50,amazon,swe,9
6843,$742.66,amazon,marketing,19
3677,$448.18,google cloud,marketing,19
8149,$33.34,testing,marketing,29
1775,$44.07,testing,hardware,24
9448,$1921.97,aws,marketing,10
2581,$1114.64,aws,hardware,27
2542,$1050.66,aws,marketing,27
187,$228.71,amazon,marketing,29
3864,$10000.00,unkown,hardware,24
9602,$1508.64,aws,r&d,30
6972,$1460.10,google cloud,r&d,15
7814,$1416.50,aws,marketing,28
8303,$27.74,testing,marketing,26
4379,$1631.53,google cloud,marketing,21
3288,$1327.74,google cloud,r&d,25
8224,$1415.45,aws,swe,13
6617,$1867.26,google cloud,marketing,5
9739,$744.33,amazon,r&d,29
3956,$1134.00,aws,r&d,21
9926,$43.91,testing,swe,13
745,$1117.55,google cloud,marketing,20
1334,$509.20,google cloud,r&d,29
8785,$835.96,google cloud,swe,15
5447,$10000.00,unkown,r&d,1
7652,$859.89,aws,r&d,16
6907,$154.34,amazon,swe,5
2862,$972.95,google cloud,marketing,22
7888,$1110.45,aws,r&d,14
285,$10000.00,unkown,marketing,15
3687,$20.17,testing,swe,4
3289,$1560.25,google cloud,marketing,2
9058,$35.15,testing,hardware,3
2438,$824.37,amazon,hardware,1
2201,$459.25,amazon,r&d,5
3392,$1211.60,google cloud,r&d,9
2026,$1443.56,aws,hardware,19
2963,$722.22,google cloud,swe,18
6698,$1793.12,google cloud,marketing,13
3830,$1800.46,aws,swe,23
7471,$826.55,amazon,swe,12
6749,$37.64,testing,marketing,10
5833,$10000.00,unkown,marketing,4
5243,$26.77,testing,hardware,27
6953,$1624.27,google cloud,r&d,21
7149,$1749.48,google cloud,swe,22
5606,$1056.43,google cloud,swe,6
6209,$1536.89,aws,hardware,4
3684,$327.97,amazon,hardware,26
1400,$1845.94,google cloud,swe,22
8453,$521.24,google cloud,swe,19
2272,$1031.80,aws,hardware,8
7609,$1968.64,aws,hardware,23
847,$194.69,amazon,marketing,3
2004,$953.55,amazon,swe,6
5325,$747.63,amazon,marketing,3
2536,$167.94,amazon,hardware,8
5277,$363.90,google cloud,marketing,21
1204,$241.57,amazon,marketing,13
6972,$758.37,amazon,hardware,24
7408,$37.56,testing,swe,1
3543,$10000.00,unkown,hardware,19
8514,$699.72,amazon,swe,10
6415,$1064.53,google cloud,r&d,2
198,$1411.50,aws,r&d,1
1612,$43.95,testing,r&d,17
7720,$36.21,testing,r&d,2
407,$1926.67,aws,marketing,6
8883,$1897.41,aws,swe,20
3829,$20.27,testing,r&d,4
8129,$1893.96,aws,r&d,11
5378,$1088.47,aws,swe,8
8879,$1495.73,aws,swe,9
8579,$224.41,amazon,r&d,7
1768,$1513.19,google cloud,hardware,19
9304,$31.46,testing,hardware,7
5203,$1368.40,aws,swe,21
6904,$48.97,testing,swe,25
2045,$203.34,google cloud,r&d,21
1810,$749.16,aws,swe,18
6825,$46.99,testing,marketing,2
4098,$227.46,amazon,hardware,9
5132,$715.38,aws,marketing,26
19,$365.18,amazon,swe,6
1692,$928.01,amazon,marketing,13
1611,$418.45,amazon,marketing,10
6609,$47.33,testing,marketing,13
1390,$1238.62,aws,hardware,22
2355,$1864.12,aws,r&d,14
3195,$491.62,amazon,r&d,23
4301,$634.46,aws,hardware,25
5220,$1595.19,aws,swe,12
3424,$44.96,testing,marketing,19
1413,$608.26,aws,hardware,16
9797,$347.38,google cloud,swe,18
1886,$727.12,amazon,hardware,19
9238,$626.36,amazon,hardware,6
5502,$1323.81,aws,hardware,29
5402,$423.58,amazon,r&d,12
5346,$1018.87,aws,hardware,10
6689,$1106.62,aws,hardware,17
7881,$940.80,google cloud,r&d,19
1934,$1011.66,google cloud,swe,4
467,$299.00,amazon,hardware,22
454,$489.59,amazon,swe,21
6685,$417.33,google cloud,swe,9
6467,$1988.42,aws,marketing,23
6446,$638.00,aws,r&d,30
9887,$1855.56,aws,r&d,13
3964,$10000.00,unkown,marketing,3
5084,$27.93,testing,marketing,27
312,$1848.56,google cloud,marketing,12
8502,$33.61,testing,marketing,11
9496,$1126.90,aws,r&d,26
2306,$35.93,testing,hardware,14
193,$1592.55,aws,marketing,21
5757,$1358.68,google cloud,r&d,24
2938,$237.35,google cloud,r&d,26
6213,$1797.56,aws,marketing,1
4266,$38.21,testing,swe,16
6021,$753.33,amazon,hardware,15
9738,$957.87,google cloud,r&d,3
740,$1277.22,google cloud,r&d,4
2006,$755.67,amazon,marketing,14
3138,$1924.96,aws,hardware,5
6050,$1272.46,google cloud,hardware,11
4525,$1224.99,aws,marketing,27
85,$1653.52,google cloud,hardware,18
6672,$1930.50,aws,marketing,13
1182,$682.92,amazon,swe,1
1630,$10000.00,unkown,marketing,13
7288,$1061.01,aws,hardware,8
4822,$1585.18,google cloud,hardware,30
638,$10000.00,unkown,swe,21
4532,$25.66,testing,swe,12
966,$1073.78,aws,marketing,28
8382,$373.41,google cloud,r&d,3
6641,$801.35,amazon,marketing,24
9523,$393.21,google cloud,marketing,27
4973,$1332.78,google cloud,r&d,21
7104,$1579.18,google cloud,hardware,15
3345,$43.96,testing,r&d,10
9423,$41.38,testing,marketing,6
6970,$10000.00,unkown,swe,25
5649,$594.12,amazon,swe,9
2705,$25.20,testing,swe,30
4511,$10000.00,unkown,marketing,29
7590,$1104.27,aws,hardware,30
1143,$37.50,testing,r&d,19
4797,$868.68,google cloud,marketing,26
6140,$1504.46,aws,hardware,6
6525,$10000.00,unkown,marketing,27
5910,$739.76,google cloud,r&d,9
5679,$615.90,aws,marketing,12
100,$730.38,amazon,swe,7
394,$676.98,aws,hardware,6
3617,$1282.77,google cloud,hardware,17
2201,$1768.10,aws,r&d,21
3225,$1420.63,aws,hardware,20
3755,$46.43,testing,swe,4
8064,$1322.49,google cloud,swe,25
340,$10000.00,unkown,hardware,20
9475,$497.75,amazon,marketing,5
1314,$1665.19,aws,swe,16
7611,$200.29,google cloud,swe,13
1328,$35.76,testing,r&d,12
9941,$604.55,amazon,swe,14
9910,$576.53,amazon,swe,24
7130,$48.82,testing,swe,7
6303,$1190.62,aws,r&d,28
251,$1633.13,aws,marketing,16
6436,$48.41,testing,r&d,11
3957,$48.25,testing,hardware,8
5828,$44.66,testing,r&d,25
1912,$27.89,testing,r&d,13
5748,$37.68,testing,r&d,22
609,$21.15,testing,hardware,18
3057,$851.99,google cloud,hardware,22
5516,$797.57,amazon,marketing,25
1073,$34.74,testing,r&d,30
7528,$26.36,testing,swe,9
978,$1014.98,aws,marketing,18
7429,$821.59,aws,marketing,20
6442,$41.61,testing,marketing,5
3173,$1295.58,google cloud,hardware,22
2345,$992.01,amazon,r&d,26
902,$28.55,testing,marketing,14
2072,$880.78,aws,swe,12
9612,$622.30,amazon,marketing,3
6267,$1306.03,google cloud,marketing,22
5370,$1034.75,aws,r&d,30
9234,$29.66,testing,swe,26
7773,$231.93,amazon,swe,11
6356,$982.57,aws,hardware,17
4969,$29.47,testing,marketing,23
8591,$33.72,testing,r&d,3
6096,$443.50,amazon,hardware,27
938,$1606.64,aws,hardware,1
3193,$160.22,amazon,swe,4
5031,$36.81,testing,swe,1
8332,$1159.14,aws,marketing,19
8340,$10000.00,unkown,r&d,20
5060,$1954.24,google cloud,swe,16
3300,$28.27,testing,r&d,30
6963,$1279.88,aws,marketing,21
1188,$22.80,testing,marketing,10
8418,$30.25,testing,marketing,26
8274,$1621.21,aws,marketing,19
8386,$1153.31,aws,swe,7
2633,$1245.72,aws,swe,2
6139,$1736.14,aws,swe,18
2634,$40.06,testing,hardware,21
3520,$646.56,amazon,hardware,3
9172,$1095.39,aws,marketing,20
2502,$554.08,google cloud,swe,26
1772,$30.99,testing,swe,17
4071,$30.02,testing,marketing,7
1999,$392.39,amazon,marketing,4
5922,$805.74,amazon,marketing,26
9551,$26.92,testing,marketing,22
753,$878.80,amazon,r&d,23
2795,$1469.48,google cloud,hardware,2
9690,$21.39,testing,marketing,11
3142,$626.41,amazon,marketing,3
5930,$790.39,amazon,marketing,9
5217,$1519.50,google cloud,swe,19
3908,$1292.43,aws,hardware,15
6023,$10000.00,unkown,r&d,11
3634,$401.44,amazon,marketing,13
1850,$939.45,aws,hardware,5
2594,$1358.03,google cloud,swe,30
666,$1794.58,aws,r&d,8
3108,$970.44,aws,r&d,17
2295,$1827.36,google cloud,swe,25
9228,$32.93,testing,r&d,20
529,$35.83,testing,hardware,10
6643,$48.31,testing,hardware,1
6352,$28.45,testing,hardware,22
6971,$48.05,testing,marketing,2
449,$1562.59,aws,swe,11
724,$853.13,amazon,swe,20
5060,$702.09,amazon,marketing,2
8408,$742.71,amazon,r&d,4
1400,$538.61,amazon,swe,10
2257,$736.50,aws,marketing,22
8287,$10000.00,unkown,marketing,9
5456,$1923.05,google cloud,swe,7
2401,$10000.00,unkown,r&d,22
8151,$41.39,testing,marketing,13
2640,$1714.38,google cloud,marketing,5
6485,$41.18,testing,swe,22
1713,$247.24,amazon,swe,7
2305,$39.66,testing,marketing,9
6162,$34.33,testing,r&d,27
4515,$232.59,amazon,swe,13
3946,$849.92,amazon,marketing,4
3013,$46.90,testing,swe,29
6568,$315.86,amazon,swe,29
9869,$1151.16,google cloud,hardware,12
9727,$989.43,aws,hardware,18
7592,$907.82,amazon,hardware,17
1984,$33.31,testing,hardware,30
9891,$39.78,testing,marketing,10
72,$1468.35,aws,hardware,25
273,$1780.41,aws,swe,25
8182,$604.22,aws,hardware,5
1799,$1523.91,google cloud,swe,29
4674,$652.60,aws,marketing,19
4747,$343.52,google cloud,swe,6
7834,$850.75,amazon,hardware,8
5258,$42.50,testing,marketing,6
9671,$10000.00,unkown,r&d,11
6220,$1768.44,aws,marketing,28
9789,$30.07,testing,hardware,15
5562,$41.86,testing,r&d,1
9481,$1901.23,google cloud,marketing,2
733,$727.70,aws,r&d,6
1058,$1646.34,aws,marketing,20
9940,$20.64,testing,r&d,26
1005,$753.98,google cloud,hardware,12
3280,$1496.60,aws,r&d,14
2890,$35.87,testing,marketing,15
2687,$841.57,google cloud,r&d,29
3733,$1317.79,google cloud,r&d,28
3727,$49.22,testing,r&d,15
2033,$1607.97,aws,swe,9
5468,$37.09,testing,hardware,13
7979,$727.15,amazon,r&d,4
7908,$736.27,aws,r&d,19
9212,$1064.56,google cloud,swe,8
4705,$24.61,testing,swe,18
9541,$45.52,testing,hardware,17
9930,$707.99,amazon,hardware,12
3086,$925.32,amazon,hardware,27
4311,$1680.53,google cloud,marketing,29
3347,$10000.00,unkown,hardware,11
9072,$354.79,google cloud,r&d,12
5047,$37.55,testing,swe,28
8445,$1947.67,aws,swe,20
9544,$1741.97,google cloud,swe,18
2880,$10000.00,unkown,marketing,20
2236,$43.45,testing,hardware,6
9425,$1863.21,aws,hardware,13
5031,$10000.00,unkown,swe,17
3102,$875.49,amazon,marketing,26
5428,$640.77,aws,hardware,6
6627,$366.96,amazon,marketing,1
6203,$31.62,testing,r&d,10
8267,$1173.60,aws,swe,9
92,$1610.19,aws,marketing,18
6525,$291.78,amazon,hardware,19
4198,$902.49,amazon,hardware,18
5177,$134.82,amazon,swe,26
5373,$10000.00,unkown,r&d,23
4583,$871.31,amazon,hardware,15
5569,$1747.79,aws,hardware,30
467,$1308.43,aws,marketing,30
8301,$244.39,google cloud,r&d,15
5350,$28.60,testing,hardware,7
7788,$1895.34,google cloud,swe,2
8894,$1813.44,aws,swe,21
6649,$46.51,testing,swe,24
8266,$1941.49,aws,r&d,23
5952,$10000.00,unkown,marketing,22
4314,$784.21,aws,hardware,22
8733,$281.33,amazon,marketing,6
3434,$1742.53,google cloud,marketing,4
6610,$49.64,testing,r&d,13
1261,$1349.02,aws,r&d,11
9843,$621.17,aws,swe,6
8127,$20.77,testing,hardware,27
6615,$1664.45,google cloud,hardware,10
8849,$10000.00,unkown,swe,19
3677,$706.22,amazon,r&d,26
8338,$21.93,testing,hardware,17
9629,$36.27,testing,marketing,11
9206,$361.94,amazon,swe,14
6981,$45.37,testing,r&d,3
2479,$422.50,google cloud,swe,26
1397,$479.63,google cloud,swe,21
6127,$719.21,aws,r&d,10
