Transaction id,amount,merchant id,sector in company,day in month
74,$82.00,amazon,marketing,20
7445,$842.00,google cloud,swe,3
5595,$135.00,amazon,hardware,14
8612,$795.00,google cloud,hardware,25
9089,$822.00,google cloud,swe,15
4547,$539.00,testing,hardware,10
4529,$406.00,google cloud,hardware,28
2680,$621.00,amazon,r&d,5
6421,$542.00,amazon,swe,13
9240,$626.00,google cloud,hardware,15
3849,$456.00,amazon,swe,14
6161,$473.00,aws,marketing,9
2532,$99.00,amazon,r&d,23
6216,$10000.00,unkown,swe,5
5496,$219.00,amazon,swe,13
1554,$693.00,testing,swe,13
675,$538.00,google cloud,r&d,11
4341,$960.00,google cloud,swe,10
6331,$112.00,google cloud,hardware,13
1851,$288.00,google cloud,hardware,21
2318,$802.00,testing,hardware,17
4659,$796.00,aws,r&d,24
1208,$780.00,google cloud,swe,1
4740,$349.00,google cloud,marketing,19
4256,$855.00,amazon,marketing,11
3825,$860.00,amazon,r&d,7
1959,$877.00,google cloud,marketing,25
2083,$717.00,amazon,hardware,12
219,$373.00,google cloud,r&d,19
7144,$713.00,aws,swe,7
6950,$173.00,testing,swe,3
6165,$118.00,testing,swe,15
6521,$908.00,amazon,r&d,16
3508,$706.00,aws,swe,6
1721,$625.00,amazon,marketing,28
2796,$219.00,amazon,marketing,6
4124,$507.00,aws,swe,1
9210,$792.00,testing,swe,25
3323,$576.00,testing,marketing,18
9184,$201.00,aws,hardware,7
6170,$881.00,amazon,r&d,21
5144,$525.00,google cloud,swe,18
3483,$143.00,aws,marketing,20
824,$194.00,aws,marketing,21
7369,$685.00,testing,hardware,28
6400,$423.00,amazon,r&d,5
2064,$977.00,testing,swe,14
6272,$605.00,google cloud,r&d,16
7292,$288.00,google cloud,marketing,6
1651,$849.00,google cloud,r&d,9
8509,$701.00,testing,marketing,12
8693,$828.00,aws,r&d,7
1147,$498.00,amazon,hardware,12
6494,$315.00,google cloud,marketing,18
9342,$925.00,aws,r&d,4
7248,$360.00,amazon,hardware,10
9253,$283.00,google cloud,r&d,6
6658,$779.00,google cloud,marketing,3
360,$600.00,google cloud,hardware,18
3609,$442.00,aws,r&d,10
7444,$778.00,testing,marketing,4
1443,$612.00,google cloud,r&d,4
3003,$10000.00,unkown,hardware,19
6882,$649.00,amazon,swe,12
6254,$457.00,google cloud,swe,10
2535,$134.00,aws,marketing,9
9352,$53.00,amazon,marketing,6
192,$239.00,amazon,marketing,21
7569,$515.00,aws,swe,6
5124,$650.00,amazon,r&d,21
7981,$296.00,testing,swe,13
3146,$388.00,google cloud,swe,10
8212,$303.00,aws,swe,26
5322,$940.00,testing,swe,28
5699,$705.00,amazon,r&d,29
4429,$920.00,testing,r&d,14
5151,$153.00,aws,r&d,6
8464,$107.00,google cloud,marketing,18
8112,$787.00,google cloud,swe,16
6070,$10000.00,unkown,swe,19
3921,$431.00,aws,r&d,23
3758,$424.00,aws,marketing,24
352,$503.00,amazon,swe,20
4656,$330.00,aws,r&d,2
4718,$172.00,testing,hardware,29
3301,$381.00,amazon,swe,8
5094,$957.00,testing,swe,21
7017,$956.00,testing,r&d,27
7239,$411.00,aws,marketing,29
9361,$779.00,google cloud,marketing,12
7950,$893.00,amazon,r&d,11
3686,$589.00,testing,marketing,10
4971,$877.00,testing,hardware,12
4296,$566.00,testing,r&d,10
1971,$403.00,aws,r&d,3
6251,$369.00,testing,hardware,24
9145,$150.00,google cloud,swe,24
163,$393.00,aws,r&d,15
2349,$69.00,amazon,marketing,30
8188,$744.00,aws,r&d,12
5411,$161.00,google cloud,marketing,10
7490,$696.00,testing,r&d,30
363,$753.00,testing,r&d,18
947,$121.00,aws,r&d,17
6045,$87.00,amazon,hardware,26
6128,$465.00,amazon,r&d,12
9876,$590.00,aws,hardware,11
1865,$651.00,amazon,marketing,7
6187,$376.00,testing,marketing,10
9404,$628.00,aws,r&d,9
1848,$274.00,amazon,r&d,7
4804,$369.00,aws,swe,12
646,$924.00,google cloud,hardware,7
3810,$470.00,testing,r&d,5
275,$887.00,aws,hardware,3
4844,$595.00,aws,swe,8
9501,$284.00,aws,swe,17
4854,$475.00,google cloud,marketing,5
1206,$145.00,google cloud,swe,15
4911,$635.00,amazon,r&d,18
6526,$680.00,google cloud,hardware,19
2327,$365.00,testing,r&d,22
5157,$971.00,testing,hardware,27
7630,$54.00,testing,hardware,27
6051,$449.00,google cloud,marketing,7
1556,$111.00,testing,hardware,15
6143,$461.00,google cloud,hardware,20
3357,$223.00,google cloud,marketing,15
6634,$904.00,testing,swe,4
964,$743.00,google cloud,r&d,1
6123,$762.00,aws,hardware,12
376,$632.00,testing,r&d,17
8799,$61.00,amazon,swe,26
2905,$305.00,amazon,r&d,4
2221,$348.00,amazon,r&d,11
3384,$837.00,aws,hardware,26
5033,$607.00,amazon,r&d,30
8657,$686.00,testing,hardware,30
9183,$267.00,amazon,marketing,9
4819,$163.00,google cloud,hardware,23
2929,$424.00,google cloud,r&d,26
3205,$936.00,amazon,hardware,5
7716,$276.00,testing,r&d,15
5959,$251.00,testing,marketing,25
2035,$760.00,amazon,swe,27
7288,$369.00,amazon,marketing,13
4768,$551.00,google cloud,r&d,4
9033,$607.00,aws,swe,10
4470,$804.00,aws,hardware,23
6316,$10000.00,unkown,r&d,15
2445,$145.00,amazon,swe,4
8514,$458.00,aws,hardware,1
3611,$444.00,amazon,hardware,14
6700,$84.00,aws,marketing,28
3251,$403.00,google cloud,marketing,30
5102,$10000.00,unkown,marketing,20
7241,$335.00,amazon,hardware,20
129,$684.00,amazon,marketing,16
3102,$166.00,google cloud,marketing,14
5699,$787.00,google cloud,r&d,26
3205,$10000.00,unkown,r&d,24
4888,$390.00,google cloud,hardware,3
8732,$911.00,testing,swe,6
4268,$10000.00,unkown,swe,26
6495,$577.00,testing,hardware,24
1549,$967.00,testing,hardware,15
4873,$641.00,google cloud,r&d,24
564,$704.00,aws,swe,29
6591,$995.00,amazon,r&d,23
3420,$381.00,aws,swe,4
9509,$161.00,aws,marketing,19
7159,$364.00,google cloud,r&d,1
31,$837.00,aws,hardware,5
7372,$856.00,google cloud,r&d,17
1176,$266.00,aws,r&d,25
9241,$866.00,google cloud,hardware,25
6660,$859.00,google cloud,r&d,10
7945,$134.00,amazon,hardware,24
3385,$634.00,google cloud,swe,5
4193,$522.00,google cloud,hardware,28
9284,$629.00,amazon,swe,26
1787,$339.00,testing,marketing,4
9266,$907.00,aws,r&d,26
1239,$186.00,aws,hardware,4
